TWA\TWS;6.000000000000000000e+00;8.000000000000000000e+00;1.000000000000000000e+01;1.200000000000000000e+01;1.400000000000000000e+01;1.600000000000000000e+01;2.000000000000000000e+01;2.400000000000000000e+01
3.400000000000000000e+01;9.102953614672365523e-03;9.102953614672365523e-03;9.102953614672365523e-03;9.102953614672365523e-03;9.102953614672365523e-03;1.000000000000000021e-02;9.102953614672365523e-03;9.102953614672365523e-03
3.600000000000000000e+01;9.338942307692306780e-03;9.338942307692306780e-03;9.338942307692306780e-03;9.338942307692306780e-03;9.338942307692306780e-03;1.000000000000000021e-02;9.338942307692306780e-03;9.338942307692306780e-03
3.800000000000000000e+01;9.539541043447294713e-03;9.539541043447294713e-03;9.539541043447294713e-03;9.539541043447294713e-03;9.539541043447294713e-03;1.000000000000000021e-02;9.539541043447294713e-03;9.539541043447294713e-03
4.000000000000000000e+01;9.704415954415955212e-03;9.704415954415955212e-03;9.704415954415955212e-03;9.704415954415955212e-03;9.704415954415955212e-03;1.000000000000000021e-02;9.704415954415955212e-03;9.704415954415955212e-03
4.200000000000000000e+01;9.833233173076922837e-03;9.833233173076922837e-03;9.833233173076922837e-03;9.833233173076922837e-03;9.833233173076922837e-03;1.000000000000000021e-02;9.833233173076922837e-03;9.833233173076922837e-03
4.400000000000000000e+01;9.925658831908833885e-03;9.925658831908833885e-03;9.925658831908833885e-03;9.925658831908833885e-03;9.925658831908833885e-03;1.000000000000000021e-02;9.925658831908833885e-03;9.925658831908833885e-03
4.600000000000000000e+01;9.981359063390312508e-03;9.981359063390312508e-03;9.981359063390312508e-03;9.981359063390312508e-03;9.981359063390312508e-03;1.000000000000000021e-02;9.981359063390312508e-03;9.981359063390312508e-03
4.800000000000000000e+01;1.000000000000000021e-02;1.000000000000000021e-02;1.000000000000000021e-02;1.000000000000000021e-02;1.000000000000000021e-02;1.000000000000000021e-02;1.000000000000000021e-02;1.000000000000000021e-02
5.000000000000000000e+01;1.000000000000000021e-02;1.000000000000000021e-02;1.000000000000000021e-02;1.000000000000000021e-02;1.000000000000000021e-02;1.000000000000000021e-02;1.000000000000000021e-02;1.000000000000000021e-02
5.200000000000000000e+01;1.000000000000000021e-02;1.000000000000000021e-02;1.000000000000000021e-02;1.000000000000000021e-02;1.000000000000000021e-02;1.000000000000000021e-02;1.000000000000000021e-02;1.000000000000000021e-02
5.400000000000000000e+01;4.574467267135325366e-01;6.035629469479838471e-01;7.401609487377517338e-01;8.494219678937322549e-01;8.925700707233721332e-01;9.114919354838709742e-01;1.000000000000000021e-02;1.000000000000000021e-02
5.600000000000000000e+01;1.476524604569419807e+00;1.952001191861290064e+00;2.392095863300671255e+00;2.740958581049952603e+00;2.879353521928992077e+00;2.940645161290322385e+00;1.000000000000000021e-02;1.000000000000000021e-02
5.800000000000000000e+01;2.582340180140597408e+00;3.406938840843951599e+00;4.157982846213255534e+00;4.744515903681195468e+00;4.978960212170116861e+00;5.084475806451612456e+00;1.000000000000000021e-02;1.000000000000000021e-02
6.000000000000000000e+01;3.290000000000000036e+00;4.320000000000000284e+00;5.230000000000000426e+00;5.919999999999999929e+00;6.200000000000000178e+00;6.330000000000000071e+00;1.000000000000000021e-02;1.000000000000000021e-02
6.200000000000000000e+01;3.594494821940616536e+00;4.694986364325806072e+00;5.630423771553552115e+00;6.311291636945715489e+00;6.593898796278717001e+00;6.730035600797854123e+00;7.713634408602150216e-01;7.112042460796139665e-01
6.400000000000000000e+01;3.829943516788456126e+00;4.985361953444512828e+00;5.937901386582268515e+00;6.607375505357033774e+00;6.891344841465730120e+00;7.031655189490336078e+00;2.603290322580645189e+00;2.406812738238842009e+00
6.600000000000000000e+01;4.020144800665988782e+00;5.217244360400318470e+00;6.179167115834206747e+00;6.835813555295493060e+00;7.119841488513385386e+00;7.263256977783891344e+00;4.827535483870967425e+00;4.484819107358262613e+00
6.800000000000000000e+01;4.188897389695680928e+00;5.416751178237415587e+00;6.380955230057431038e+00;7.024167736822636954e+00;7.306892090374027759e+00;7.453239177384963554e+00;6.765853763440860646e+00;6.333216984318456255e+00
7.000000000000000000e+01;4.360000000000000320e+00;5.610000000000000320e+00;6.570000000000000284e+00;7.200000000000000178e+00;7.480000000000000426e+00;7.629999999999999893e+00;7.740000000000000213e+00;7.339999999999999858e+00
7.200000000000000000e+01;4.532143395107486761e+00;5.795172864144778835e+00;6.744316310051516439e+00;7.362745234595816868e+00;7.637045049088358795e+00;7.793053964836240688e+00;7.945603004333174013e+00;7.643328628139049563e+00
7.400000000000000000e+01;4.688106982950333901e+00;5.956566876963679924e+00;6.892187938181383089e+00;7.499090197851893791e+00;7.768604992987377500e+00;7.929158804571987851e+00;8.078412607928102673e+00;7.847648786051102832e+00
7.600000000000000000e+01;4.828762610246632114e+00;6.099927749510762887e+00;7.025218065235573128e+00;7.616949439171699865e+00;7.889924491995816247e+00;8.046481602914390407e+00;8.201325581955691391e+00;8.030151660925566759e+00
7.800000000000000000e+01;4.957569774278860919e+00;6.229252954990215585e+00;7.146010705324784773e+00;7.719633132010352838e+00;8.001937633336016376e+00;8.147527868852458610e+00;8.309818850143898317e+00;8.188973383255953920e+00
8.000000000000000000e+01;5.070000000000000284e+00;6.339999999999999858e+00;7.250000000000000000e+00;7.809999999999999609e+00;8.099999999999999645e+00;8.240000000000000213e+00;8.410000000000000142e+00;8.330000000000000071e+00
8.200000000000000000e+01;5.174067005350882376e+00;6.438899518459068716e+00;7.343308443973088018e+00;7.895909597523219858e+00;8.188711189738658192e+00;8.331600392879067840e+00;8.508716815049766069e+00;8.460967160232945261e+00
8.400000000000000000e+01;5.276192282428193714e+00;6.533127126805779561e+00;7.432313957511683000e+00;7.979813003095975077e+00;8.273310626572582649e+00;8.421867845303866673e+00;8.604249099857813832e+00;8.582740030945954501e+00
8.600000000000000000e+01;5.368284056830063378e+00;6.617904975922953348e+00;7.512665249063732453e+00;8.056761609907121979e+00;8.350554468537177755e+00;8.507335101289134727e+00;8.696422977140981558e+00;8.698029321542490422e+00
8.800000000000000000e+01;5.442250554154622222e+00;6.688455216693419025e+00;7.580011027077187435e+00;8.121806811145511062e+00;8.417198873667848247e+00;8.584534904849602910e+00;8.785064569616098495e+00;8.809545741426017429e+00
9.000000000000000000e+01;5.490000000000000213e+00;6.740000000000000213e+00;7.629999999999999893e+00;8.169999999999999929e+00;8.470000000000000639e+00;8.650000000000000355e+00;8.869999999999999218e+00;8.919999999999999929e+00
9.200000000000000000e+01;5.520914366197184009e+00;6.779764044943820345e+00;7.669286713286712853e+00;8.207595294117648876e+00;8.514686547085203117e+00;8.708774894166607439e+00;8.953942167164752775e+00;9.029191582586403086e+00
9.400000000000000000e+01;5.549607887323943167e+00;6.817775280898875856e+00;7.707020979020978935e+00;8.243750588235293719e+00;8.558541704035874886e+00;8.767381330271939888e+00;9.038910903306661027e+00;9.135491719510183017e+00
9.600000000000000000e+01;5.575837183098591332e+00;6.853460674157303423e+00;7.742594405594404705e+00;8.277872941176470434e+00;8.600653363228701664e+00;8.824567905575088744e+00;9.123692731128890898e+00;9.239468737679287003e+00
9.800000000000000000e+01;5.599358873239436818e+00;6.886247191011236168e+00;7.775398601398602061e+00;8.309369411764706115e+00;8.640109417040358508e+00;8.879083217335152156e+00;9.207074173334619971e+00;9.341690964001669428e+00
1.000000000000000000e+02;5.619929577464788828e+00;6.915561797752808992e+00;7.804825174825174905e+00;8.337647058823531410e+00;8.675997757847534686e+00;8.929675862811221165e+00;9.287841752627011616e+00;9.442726725385281128e+00
1.020000000000000000e+02;5.637305915492957453e+00;6.940831460674157682e+00;7.830265734265734245e+00;8.362112941176469860e+00;8.707406278026905255e+00;8.975094439262395696e+00;9.364781991709245190e+00;9.543144348738067606e+00
1.040000000000000000e+02;5.651244507042253673e+00;6.961483146067416250e+00;7.851111888111887538e+00;8.382174117647059219e+00;8.733422869955157708e+00;9.014087543947765013e+00;9.436681413284487618e+00;9.643512160967983249e+00
1.060000000000000000e+02;5.661501971830985802e+00;6.976943820224719595e+00;7.866755244755244014e+00;8.397237647058823029e+00;8.753135426008967102e+00;9.045403774126427265e+00;9.502326540055912929e+00;9.744398488982975337e+00
1.080000000000000000e+02;5.667834929577464820e+00;6.986640449438201728e+00;7.876587412587412018e+00;8.406710588235295489e+00;8.765631838565022704e+00;9.067791727057471718e+00;9.560503894726693375e+00;9.846371659690998257e+00
1.100000000000000000e+02;5.669999999999999929e+00;6.990000000000000213e+00;7.879999999999999893e+00;8.410000000000000142e+00;8.769999999999999574e+00;9.080000000000000071e+00;9.609999999999999432e+00;9.949999999999999289e+00
1.120000000000000000e+02;5.661027615062761420e+00;6.980307368421052594e+00;7.874268076109935954e+00;8.406630739549839859e+00;8.769005972850678177e+00;9.086368831168831761e+00;9.656320632411064864e+00;1.007209303514376941e+01
1.140000000000000000e+02;5.637082845188285063e+00;6.954522105263158060e+00;7.858804228329810293e+00;8.397492218649517781e+00;8.766217918552035471e+00;9.091864935064934983e+00;9.702060711462449305e+00;1.021190466453674084e+01
1.160000000000000000e+02;5.602624267782426060e+00;6.917583157894737766e+00;7.836206342494714150e+00;8.384038327974275617e+00;8.761926877828054572e+00;9.096176623376623027e+00;9.741640474308299602e+00;1.034366977635782625e+01
1.180000000000000000e+02;5.562110460251045829e+00;6.874429473684211089e+00;7.809072304439746759e+00;8.367722958199356853e+00;8.756423891402715043e+00;9.098992207792207410e+00;9.769480158102766154e+00;1.044162325878594366e+01
1.200000000000000000e+02;5.519999999999999574e+00;6.830000000000000071e+00;7.780000000000000249e+00;8.349999999999999645e+00;8.750000000000000000e+00;9.099999999999999645e+00;9.779999999999999361e+00;1.048000000000000043e+01
1.220000000000000000e+02;5.472357854619189332e+00;6.781062172027990442e+00;7.744974349266878555e+00;8.328157983416302201e+00;8.738246384489793073e+00;9.093751550054037125e+00;9.775247752606974316e+00;1.047841479032751799e+01
1.240000000000000000e+02;5.413485705846248663e+00;6.722031391065495853e+00;7.699209862714450736e+00;8.298996834188535843e+00;8.717438240515479109e+00;9.076225759157253492e+00;9.761727436174037820e+00;1.047375946127946200e+01
1.260000000000000000e+02;5.345197202308629159e+00;6.654318553648084666e+00;7.644148811751813710e+00;8.263237536542197503e+00;8.688892630961289498e+00;9.049251965721310853e+00;9.740543689320386278e+00;1.046618446280991677e+01
1.280000000000000000e+02;5.269305992633781521e+00;6.579334556311320803e+00;7.581233467788063507e+00;8.221601074702782341e+00;8.653926618711457408e+00;9.014659508157862433e+00;9.712801150665228533e+00;1.045584024487297192e+01
1.300000000000000000e+02;5.187625725449159120e+00;6.498490295590773513e+00;7.511906102232297044e+00;8.174808432895792620e+00;8.613857266650221334e+00;8.974277724878565010e+00;9.679604458827760993e+00;1.044287725742271356e+01
1.320000000000000000e+02;5.101970049382216210e+00;6.413196668022006719e+00;7.437608986493608576e+00;8.123580595346725275e+00;8.570001637661809113e+00;8.929935954295080691e+00;9.642058252427185394e+00;1.042744595041322420e+01
1.340000000000000000e+02;5.014152613060404384e+00;6.324864570140588782e+00;7.359784391981096796e+00;8.068638546281073687e+00;8.523676794630455689e+00;8.883463534819064478e+00;9.601267170082705249e+00;1.040969677379859348e+01
1.360000000000000000e+02;4.924138248879978086e+00;6.233610013943430062e+00;7.278609502583735846e+00;8.009980136222896618e+00;8.475422810975507204e+00;8.835590594923321106e+00;9.553389649089410796e+00;1.037967930027548213e+01
1.380000000000000000e+02;4.823619469470935783e+00;6.133150009426848293e+00;7.187589839795226254e+00;7.943167058334617003e+00;8.420787577452667705e+00;8.780384493497169984e+00;9.473122924043403614e+00;1.028459804958677637e+01
1.400000000000000000e+02;4.715044497447691718e+00;6.023793310357939745e+00;7.086017790807062511e+00;7.866100358290114336e+00;8.357481566058911682e+00;8.715593741518752324e+00;9.364981597817120473e+00;1.013407644628099291e+01
1.420000000000000000e+02;4.602818345143603551e+00;5.907151935119426156e+00;6.974412360909229669e+00;7.777313050036450015e+00;8.283869212107306979e+00;8.639936424361817302e+00;9.238789786153944306e+00;9.948689829201102341e+00
1.440000000000000000e+02;4.491134330462970503e+00;5.784837902094028372e+00;6.853292555391717222e+00;7.675338147520679222e+00;8.198314950910917887e+00;8.552130627400103435e+00;9.104371604797258044e+00;9.749013537190080569e+00
1.460000000000000000e+02;4.379387100730289362e+00;5.658463229664465466e+00;6.723177379544510224e+00;7.558708664689860690e+00;8.099183217782808697e+00;8.450894436007367005e+00;8.971551169490449951e+00;9.555622909090908834e+00
1.480000000000000000e+02;4.263613030225596567e+00;5.526533775717383357e+00;6.582728886888158826e+00;7.424952697565493587e+00;7.984838448036041925e+00;8.334945935557348307e+00;8.850152595976902958e+00;9.389093283746555940e+00
1.500000000000000000e+02;4.139999999999999680e+00;5.379999999999999893e+00;6.410000000000000142e+00;7.219999999999999751e+00;7.809999999999999609e+00;8.199999999999999289e+00;8.750000000000000000e+00;9.269999999999999574e+00
1.520000000000000000e+02;3.994280126034789546e+00;5.204653903244324198e+00;6.214383831507177547e+00;7.013703034428208305e+00;7.625329870240072694e+00;8.036483422989052272e+00;8.664524981695510775e+00;9.184583328401608071e+00
1.540000000000000000e+02;3.823452665336921186e+00;4.998545606524528395e+00;5.991397266380992903e+00;6.792109780688033283e+00;7.432083392056780369e+00;7.880741012095423770e+00;8.581408836990533473e+00;9.105579983308009773e+00
1.560000000000000000e+02;3.640606210495990425e+00;4.777449640745070170e+00;5.756352745049627018e+00;6.566858264309942683e+00;7.238631462591805565e+00;7.734940689634582256e+00;8.501850225315459753e+00;9.033309969271561712e+00
1.580000000000000000e+02;3.458829354101595754e+00;4.557140536810408094e+00;5.524562707941263362e+00;6.349586510824403618e+00;7.053344978986832992e+00;7.601250377921994428e+00;8.427047806100681271e+00;8.968093290844628029e+00
1.600000000000000000e+02;3.291210688743334778e+00;4.353392825625004292e+00;5.311339595484081855e+00;6.151932545761886750e+00;6.884594838383545579e+00;7.481837999273129647e+00;8.358200238776580804e+00;8.910249952579569310e+00
1.620000000000000000e+02;3.150838807010805098e+00;4.181981038093314673e+00;5.131995848106265967e+00;5.985534394652855639e+00;6.740751937923626258e+00;7.378871476003451058e+00;8.296506182773557114e+00;8.860099959028749694e+00
1.640000000000000000e+02;3.050802301493603430e+00;4.058679705119798697e+00;5.001843906235997395e+00;5.862030083027782723e+00;6.630187174748762402e+00;7.294518730428430686e+00;8.243164297521989425e+00;8.817963314744526215e+00
1.660000000000000000e+02;2.996784561403508906e+00;3.990394601226993743e+00;4.927306666666666501e+00;5.785670422049957295e+00;6.555627010752688832e+00;7.228194897119341711e+00;8.198834643956317336e+00;8.783784704440225966e+00
1.680000000000000000e+02;2.952888421052632051e+00;3.934249325153373888e+00;4.865165714285714316e+00;5.720040930232558551e+00;6.489186064516128560e+00;7.165605079365079177e+00;8.160629694422457447e+00;8.755069600526999452e+00
1.700000000000000000e+02;2.913157894736841946e+00;3.883251533742330786e+00;4.808571428571428719e+00;5.659862187769165054e+00;6.427483870967741986e+00;7.106302175191063775e+00;8.127025542021371507e+00;8.730324898666959044e+00
1.720000000000000000e+02;2.878536140350877570e+00;3.838673374233128488e+00;4.758986666666666920e+00;5.606827631352282459e+00;6.372518881720430350e+00;7.052597860082304493e+00;8.096941923226781412e+00;8.708370301793802781e+00
1.740000000000000000e+02;2.849966315789473903e+00;3.801786993865030606e+00;4.717874285714285243e+00;5.562630697674418201e+00;6.326289548387096673e+00;7.006803809523810322e+00;8.069298574512409061e+00;8.688025512841237585e+00
1.760000000000000000e+02;2.828391578947368146e+00;3.773864539877300306e+00;4.686697142857142673e+00;5.528964823428078823e+00;6.290794322580644859e+00;6.971231699000588478e+00;8.041176908381858723e+00;8.668110234742961495e+00
1.780000000000000000e+02;2.814755087719298388e+00;3.756178159509202530e+00;4.666918095238095532e+00;5.507523445305770871e+00;6.268031655913977929e+00;6.948193203997648837e+00;8.012986936743661914e+00;8.645705775013281524e+00
1.800000000000000000e+02;2.810000000000000053e+00;3.750000000000000000e+00;4.660000000000000142e+00;5.500000000000000000e+00;6.259999999999999787e+00;6.940000000000000391e+00;8.000000000000000000e+00;8.630000000000000782e+00
